#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss
96,31_3_O,indianajones_3,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,77,53,Steven Spielberg,7.39,"$185,000,000","$786,636,033",53.74,"$208,318,017",185000000,786636033,208318017,Profit
97,31_4_O,indianajones_4,Indiana Jones and the Dial of Destiny,2023,6.5,71,87,James Mangold,7.16,"$387,200,000","$383,963,057",42.91,"-$195,218,472",387200000,383963057,-195218472,Loss
98,32_1_O,highlander_1,Highlander,1986,7,69,79,Russell Mulcahy,5.7,"$16,000,000","$5,914,181",54.41,"-$13,042,910",16000000,5914181,-13042910,Loss
99,32_2_O,highlander_2,Highlander II: The Quickening,1991,4.2,0,23,Russell Mulcahy,5.7,"$30,000,000","$15,556,340",28.63,"-$22,221,830",30000000,15556340,-22221830,Loss
100,32_3_O,highlander_3,Highlander III: The Sorcerer,1994,4.5,5,28,Andrew Morahan,4.63,"$26,000,000","$12,303,080",36.68,"-$19,848,460",26000000,12303080,-19848460,Loss
101,32_4_O,highlander_4,Highlander: Endgame,2000,4.6,11,38,Doug Aarniokoski,4.53,"$25,000,000","$15,843,608",34.9,"-$17,078,196",25000000,15843608,-17078196,Loss
102,32_5_O,highlander_5,Highlander: The Source,2007,3,,18,Brett Leonard,5.13,"$13,000,000","$213,205",33.67,"-$12,893,398",13000000,213205,-12893398,Loss
103,33_1_O,nationallampoonsvacation_1,National Lampoon’s Vacation,1983,7.3,94,85,Harold Ramis,6.25,"$15,000,000","$61,418,362",54.25,"$15,709,181",15000000,61418362,15709181,Profit
104,33_2_O,nationallampoonsvacation_2,National Lampoon's European Vacation,1985,6.2,37,49,Amy Heckerling,5.98,"$17,000,000","$49,364,621",48.09,"$7,682,311",17000000,49364621,7682311,Profit
105,33_3_O,nationallampoonsvacation_3,National Lampoon's Christmas Vacation,1989,7.5,72,86,Jeremiah S. Chechik,5.98,"$28,000,000","$74,542,088",79.88,"$9,271,044",28000000,74542088,9271044,Profit
106,34_1_O,vacation_1,Vegas Vacation,1997,5.9,15,51,Stephen Kessler,5.9,"$25,000,000","$36,400,360",41.37,"-$6,799,820",25000000,36400360,-6799820,Loss
107,34_2_O,vacation_2,Vacation,2015,6.2,27,45,John Francis Daley,6.77,"$31,000,000","$107,228,221",52.14,"$22,614,111",31000000,107228221,22614111,Profit
108,35_1_O,nakedgun_1,The Naked Gun: From the Files of Police Squad!,1988,7.6,88,84,David Zucker,6.22,"$14,500,000","$78,756,177",52.1,"$24,878,089",14500000,78756177,24878089,Profit
109,35_2_O,nakedgun_2,The Naked Gun 2½: The Smell of Fear,1991,6.9,77,65,David Zucker,6.22,"$23,000,000","$86,930,411",51.12,"$20,465,206",23000000,86930411,20465206,Profit
110,35_3_O,nakedgun_3,Naked Gun 33 1/3: The Final Insult,1994,6.5,66,54,Peter Segal,6.24,"$30,000,000","$51,132,598",42.04,"-$4,433,701",30000000,51132598,-4433701,Loss
111,36_1_O,youngguns_1,Young Guns,1988,6.8,43,76,Christopher Cain,5.8,"$13,000,000","$45,661,556",66.19,"$9,830,778",13000000,45661556,9830778,Profit
112,36_2_O,youngguns_2,Young Guns II,1990,6.5,31,66,Geoff Murphy,5.87,"$20,000,000","$44,143,410",52.3,"$2,071,705",20000000,44143410,2071705,Profit
113,37_1_O,wallstreet_1,Wall Street,1987,6.2,79,81,Oliver Stone,6.75,"$15,000,000","$43,848,069",59.63,"$6,924,035",15000000,43848069,6924035,Profit
114,37_2_O,wallstreet_2,Wall Street: Money Never Sleeps,2010,7.3,54,44,Oliver Stone,6.75,"$70,000,000","$134,748,021",52.93,"-$2,625,990",70000000,134748021,-2625990,Loss
115,38_1_O,bluesbrothers_1,The Blues Brothers,1980,7.9,71,92,John Landis,6.31,"$27,500,000","$115,229,890",64.34,"$30,114,945",27500000,115229890,30114945,Profit
116,38_2_O,bluesbrothers_2,Blues Brothers 2000,1998,4.9,47,37,John Landis,6.31,"$28,000,000","$14,051,384",45.94,"-$20,974,308",28000000,14051384,-20974308,Loss
117,1_1_G,before_1,Before Sunrise,1995,8.1,100,93,Richard Linklater,7,"$2,500,000","$6,575,299",49.93,"$787,650",2500000,6575299,787650,Profit
118,1_2_G,before_2,Before Sunset,2004,8.1,94,91,Richard Linklater,7,"$2,700,000","$16,508,270",66.4,"$5,554,135",2700000,16508270,5554135,Profit
119,1_3_G,before_3,Before Midnight,2013,7.9,98,82,Richard Linklater,7,"$3,000,000","$20,711,759",63.82,"$7,355,880",3000000,20711759,7355880,Profit
120,2_1_G,matrix_1,The Matrix,1999,8.7,83,85,Lana Wachowski,6.79,"$63,000,000","$467,845,851",61.11,"$170,922,926",63000000,467845851,170922926,Profit
121,2_2_G,matrix_2,The Matrix Reloaded,2003,7.2,74,72,Lana Wachowski,6.79,"$150,000,000","$741,847,937",51.61,"$220,923,969",150000000,741847937,220923969,Profit
122,2_3_G,matrix_3,The Matrix Revolutions,2003,6.7,33,60,Lana Wachowski,6.79,"$150,000,000","$427,344,325",54.68,"$63,672,163",150000000,427344325,63672163,Profit
123,2_4_G,matrix_4,The Matrix Resurrections,2021,5.6,63,63,Lana Wachowski,6.79,"$190,000,000","$157,386,805",40.34,"-$111,306,598",190000000,157386805,-111306598,Loss
124,3_1_G,addamsfamily_1,The Addams Family,1991,7,67,67,Barry Sonnenfeld,6.32,"$30,000,000","$191,502,426",57.44,"$65,751,213",30000000,191502426,65751213,Profit
125,3_2_G,addamsfamily_2,Addams Family Values,1993,6.8,75,63,Barry Sonnenfeld,6.32,"$47,000,000","$48,919,043",50.29,"-$22,540,479",47000000,48919043,-22540479,Loss
126,4_1_G,sisteract_1,Sister Act,1991,6.5,73,65,Emile Ardolino,6.3,"$31,000,000","$231,605,150",67.29,"$84,802,575",31000000,231605150,84802575,Profit
127,4_2_G,sisteract_2,Sister Act 2,1993,5.7,19,67,Bill Duke,6.26,"$38,000,000","$57,319,029",69.74,"-$9,340,486",38000000,57319029,-9340486,Loss
128,5_1_G,waynesworld_1,Wayne’s World,1992,7,79,84,Penelope Spheeris,6.06,"$20,000,000","$183,097,323",57.89,"$71,548,662",20000000,183097323,71548662,Profit
129,5_2_G,waynesworld_2,Wayne’s World 2,1993,6.2,59,63,Stephen Surjik,5.75,"$40,000,000","$48,198,019",47.35,"-$15,900,991",40000000,48198019,-15900991,Loss
130,6_1_G,aceventura_1,Ace Ventura: Pet Detective,1994,6.9,48,57,Tom Shadyac,6.6,"$15,000,000","$107,217,396",69.2,"$38,608,698",15000000,107217396,38608698,Profit
131,6_2_G,aceventura_2,Ace Ventura: When Nature Calls,1995,6.4,23,72,Steve Oedekerk,6.23,"$30,000,000","$212,385,533",68.83,"$76,192,767",30000000,212385533,76192767,Profit
132,7_1_G,rugrats_1,The Rugrats Movie,1998,5.9,60,50,Igor Kovalyov,5.9,"$24,000,000","$140,894,675",45.93,"$46,447,338",24000000,140894675,46447338,Profit
133,7_2_G,rugrats_2,Rugrats in Paris,2000,6.2,76,56,Stig Bergqvist,5.85,"$30,000,000","$103,291,131",43.87,"$21,645,566",30000000,103291131,21645566,Profit
134,8_1_G,meninblack_1,Men in Black,1997,7.3,91,80,Barry Sonnenfeld,6.32,"$90,000,000","$589,390,539",57.62,"$204,695,270",90000000,589390539,204695270,Profit
135,8_2_G,meninblack_2,Men in Black II,2002,6.2,38,45,Barry Sonnenfeld,6.32,"$140,000,000","$445,135,288",47.14,"$82,567,644",140000000,445135288,82567644,Profit
136,8_3_G,meninblack_3,Men in Black 3,2012,6.8,67,70,Barry Sonnenfeld,6.32,"$225,000,000","$654,213,485",54.17,"$102,106,743",225000000,654213485,102106743,Profit
137,8_4_G,meninblack_4,Men in Black: International,2019,5.6,23,66,F. Gary Gray,6.63,"$110,000,000","$253,890,701",41.41,"$16,945,351",110000000,253890701,16945351,Profit
138,9_1_G,toystory_1,Toy Story,1995,8.3,100,92,John Lasseter,7.38,"$30,000,000","$401,053,537",53.11,"$170,526,769",30000000,401053537,170526769,Profit
139,9_2_G,toystory_2,Toy Story 2,1999,7.9,100,87,John Lasseter,7.38,"$90,000,000","$497,375,381",54.83,"$158,687,691",90000000,497375381,158687691,Profit
140,9_3_G,toystory_3,Toy Story 3,2010,8.3,98,90,Lee Unkrich,8.18,"$200,000,000","$1,067,316,101",53.95,"$333,658,051",200000000,1067316101,333658051,Profit
141,9_4_G,toystory_4,Toy Story 4,2019,7.6,96,94,Josh Cooley,7.6,"$200,000,000","$1,073,841,394",53.74,"$336,920,697",200000000,1073841394,336920697,Profit
142,10_1_G,homealone_1,Home Alone,1990,7.7,66,80,Chris Columbus,6.54,"$18,000,000","$476,684,675",53.94,"$220,342,338",18000000,476684675,220342338,Profit
143,10_2_G,homealone_2,Home Alone 2: Lost in New York,1992,6.9,35,62,Chris Columbus,6.54,"$28,000,000","$358,994,850",62.38,"$151,497,425",28000000,358994850,151497425,Profit
144,10_3_G,homealone_3,Home Alone 3,1993,4.6,36,27,Raja Gosnell,5.02,"$32,000,000","$79,082,515",50.04,"$7,541,258",32000000,79082515,7541258,Profit
145,11_1_G,tmnt_1,Teenage Mutant Ninja Turtles,1990,6.8,35,60,Steve Barron,5.9,"$13,500,000","$202,084,756",56.05,"$87,542,378",13500000,202084756,87542378,Profit
146,11_2_G,tmnt_2,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6,36,67,Michael Pressman,5.96,"$25,000,000","$78,656,813",53.18,"$14,328,407",25000000,78656813,14328407,Profit
147,11_3_G,tmnt_3,Teenage Mutant Ninja Turtles III,1993,4.8,19,33,Stuart Gillard,5.2,"$21,000,000","$42,273,609",49.35,"$136,805",21000000,42273609,136805,Profit
148,12_1_G,speed_1,Speed,1994,7.3,95,77,Jan de Bont,5.68,"$30,000,000","$350,448,145",68.09,"$145,224,073",30000000,350448145,145224073,Profit
149,12_2_G,speed_2,Speed 2: Cruise Control,1997,4,4,16,Jan de Bont,5.68,"$160,000,000","$164,508,066",37.79,"-$77,745,967",160000000,164508066,-77745967,Loss
150,13_1_G,mask_1,The Mask,1994,7,81,68,Chuck Russell,5.7,"$23,000,000","$351,583,407",57.11,"$152,791,704",23000000,351583407,152791704,Profit
151,13_2_G,mask_2,Son of the Mask,2005,2.3,6,16,Lawrence Guterman,4.67,"$84,000,000","$59,981,548",53.72,"-$54,009,226",84000000,59981548,-54009226,Loss
152,14_1_G,missionimpossible_1,Mission: Impossible,1996,7.2,67,71,Brian De Palma,6.26,"$80,000,000","$457,696,391",66.26,"$148,848,196",80000000,457696391,148848196,Profit
153,14_2_G,missionimpossible_2,Mission: Impossible II,2000,6.1,58,42,John Woo,6.2,"$125,000,000","$546,388,108",64.98,"$148,194,054",125000000,546388108,148194054,Profit
154,14_3_G,missionimpossible_3,Mission: Impossible III,2006,6.9,73,69,J.J. Abrams,6.71,"$150,000,000","$398,479,497",53.4,"$49,239,749",150000000,398479497,49239749,Profit
155,14_4_G,missionimpossible_4,Mission: Impossible – Ghost Protocol,2011,7.4,94,76,Brad Bird,7.6,"$145,000,000","$694,713,380",52.3,"$202,356,690",145000000,694713380,202356690,Profit
156,14_5_G,missionimpossible_5,Mission: Impossible – Rogue Nation,2015,7.4,94,87,Christopher McQuarrie,7.25,"$150,000,000","$710,916,403",54.23,"$205,458,202",150000000,710916403,205458202,Profit
157,14_6_G,missionimpossible_6,Mission: Impossible – Fallout,2018,7.7,98,89,Christopher McQuarrie,7.25,"$178,000,000","$824,171,374",59.94,"$234,085,687",178000000,824171374,234085687,Profit
158,14_7_G,missionimpossible_7,Mission: Impossible – Dead Reckoning Part One,2023,7.6,96,94,Christopher McQuarrie,7.25,"$291,000,000","$571,125,435",58.68,"-$5,437,283",291000000,571125435,-5437283,Loss
159,15_1_G,scream_1,Scream,1996,7.4,78,80,Wes Craven,7.7,"$14,000,000","$173,046,663",51.59,"$72,523,332",14000000,173046663,72523332,Profit
160,15_2_G,scream_2,Scream 2,1997,6.3,83,59,Wes Craven,7.7,"$24,000,000","$172,363,301",51.19,"$62,181,651",24000000,172363301,62181651,Profit
161,15_3_G,scream_3,Scream 3,2000,5.7,45,38,Wes Craven,7.7,"$40,000,000","$161,834,276",50.03,"$40,917,138",40000000,161834276,40917138,Profit
162,15_4_G,scream_4,Scream 4,2011,6.2,61,57,Wes Craven,7.7,"$40,000,000","$97,231,420",59.8,"$8,615,710",40000000,97231420,8615710,Profit
163,15_5_G,scream_5,Scream,2022,6.3,76,82,Matt Bettinelli-Olpin,5.99,"$24,000,000","$137,743,924",46.68,"$44,871,962",24000000,137743924,44871962,Profit
164,15_6_G,scream_6,Scream VI,2023,6.4,77,90,Matt Bettinelli-Olpin,5.99,"$35,000,000","$166,577,232",42.03,"$48,288,616",35000000,166577232,48288616,Profit
165,19_1_G,cityslickers_1,City Slickers,1991,6.8,87,65,Ron Underwood,5.5,"$27,000,000","$179,033,791",58.38,"$62,516,896",27000000,179033791,62516896,Profit
166,19_2_G,cityslickers_2,City Slickers II: The Legend of Curly's Gold,1994,5.6,12,31,Paul Weiland,5.8,"$40,000,000","$43,622,150",45.93,"-$18,188,925",40000000,43622150,-18188925,Loss
167,20_1_G,hotshots_1,Hot Shots!,1991,6.7,83,65,Jim Abrahams,6.68,"$26,000,000","$181,096,164",49.15,"$64,548,082",26000000,181096164,64548082,Profit
168,20_2_G,hotshots_2,Hot Shots! Part Deux,1993,6.6,59,63,Jim Abrahams,6.68,"$25,000,000","$133,752,825",35.05,"$41,876,413",25000000,133752825,41876413,Profit
169,21_1_G,santaclause_1,The Santa Clause,1994,6.6,73,66,John Pasquin,6.32,"$22,000,000","$190,539,357",73.66,"$73,269,679",22000000,190539357,73269679,Profit
170,21_2_G,santaclause_2,The Santa Clause 2,2002,5.8,56,43,Michael Lembeck,5.22,"$65,000,000","$172,855,065",58.01,"$21,427,533",65000000,172855065,21427533,Profit
171,21_3_G,santaclause_3,The Santa Clause 3: The Escape Clause,2006,4.9,17,39,Michael Lembeck,5.22,"$12,000,000","$110,768,122",48.61,"$43,384,061",12000000,110768122,43384061,Profit
172,22_1_G,dumbanddumber_1,Dumb and Dumber,1994,7.3,69,84,Peter Farrelly,6.2,"$17,000,000","$247,290,327",58.65,"$106,645,164",17000000,247290327,106645164,Profit
173,22_2_G,dumbanddumber_2,Dumb and Dumberer: When Harry Met Lloyd,2003,3.5,10,23,Troy Miller,6.36,"$19,000,000","$39,267,515",51.5,"$633,758",19000000,39267515,633758,Profit
174,22_3_G,dumbanddumber_3,Dumb and Dumber To,2014,5.6,31,35,Bobby Farrelly,6.08,"$40,000,000","$169,837,010",52.13,"$44,918,505",40000000,169837010,44918505,Profit
175,23_1_G,badboys_1,Bad Boys,1995,6.8,46,78,Michael Bay,6.56,"$19,000,000","$141,407,024",57.36,"$51,703,512",19000000,141407024,51703512,Profit
176,23_2_G,badboys_2,Bad Boys II,2003,6.6,23,78,Michael Bay,6.56,"$130,000,000","$273,340,010",66.7,"$6,670,005",130000000,273340010,6670005,Profit
177,23_3_G,badboys_3,Bad Boys for Life,2020,6.5,76,96,Adil El Arbi,6.64,"$90,000,000","$426,505,244",47.1,"$123,252,622",90000000,426505244,123252622,Profit
178,23_4_G,badboys_4,Bad Boys: Ride or Die,2024,6.5,65,96,Adil El Arbi,6.64,"$100,000,000","$404,550,184",46.26,"$102,275,092",100000000,404550184,102275092,Profit
179,24_1_G,austinpowers_1,Austin Powers: International Man of Mystery,1997,7,73,77,Jay Roach,6.54,"$16,500,000","$67,711,748",60.24,"$17,355,874",16500000,67711748,17355874,Profit
180,24_2_G,austinpowers_2,Austin Powers: The Spy Who Shagged Me,1999,6.7,54,71,Jay Roach,6.54,"$33,000,000","$313,701,294",59.31,"$123,850,647",33000000,313701294,123850647,Profit
181,24_3_G,austinpowers_3,Austin Powers in Goldmember,2002,6.3,52,44,Jay Roach,6.54,"$63,000,000","$296,939,148",58.2,"$85,469,574",63000000,296939148,85469574,Profit
182,25_1_G,blade_1,Blade,1998,7.1,59,78,Stephen Norrington,6.05,"$45,000,000","$131,211,897",54.73,"$20,605,949",45000000,131211897,20605949,Profit
183,25_2_G,blade_2,Blade II,2002,6.7,57,68,Guillermo del Toro,7.09,"$54,000,000","$155,010,032",62.75,"$23,505,016",54000000,155010032,23505016,Profit
184,25_3_G,blade_3,Blade: Trinity,2004,5.8,24,58,David S. Goyer,5.63,"$65,000,000","$131,977,904",37.64,"$988,952",65000000,131977904,988952,Profit
185,26_1_G,rushhour_1,Rush Hour,1998,7,62,79,Brett Ratner,6.3,"$33,000,000","$244,721,064",63.11,"$89,360,532",33000000,244721064,89360532,Profit
186,26_2_G,rushhour_2,Rush Hour 2,2001,6.7,50,74,Brett Ratner,6.3,"$90,000,000","$347,325,802",59.58,"$83,662,901",90000000,347325802,83662901,Profit
187,26_3_G,rushhour_3,Rush Hour 3,2007,6.2,17,63,Brett Ratner,6.3,"$140,000,000","$258,097,122",51.88,"-$10,951,439",140000000,258097122,-10951439,Loss
188,27_1_G,mummy_1,The Mummy,1999,7.1,63,75,Stephen Sommers,6.1,"$80,000,000","$417,643,286",76.27,"$128,821,643",80000000,417643286,128821643,Profit
189,27_2_G,mummy_2,The Mummy Returns,2001,6.4,46,63,Stephen Sommers,6.1,"$98,000,000","$443,284,916",62.87,"$123,642,458",98000000,443284916,123642458,Profit
190,27_3_G,mummy_3,The Mummy: Tomb of the Dragon Emperor,2008,5.2,13,30,Rob Cohen,5.74,"$145,000,000","$403,449,830",54.99,"$56,724,915",145000000,403449830,56724915,Profit
191,28_1_G,americanpie_1,American Pie,1999,7,62,61,Paul Weitz,6.13,"$11,000,000","$235,483,004",68.09,"$106,741,502",11000000,235483004,106741502,Profit
192,28_2_G,americanpie_2,American Pie 2,2001,6.5,51,68,J.B. Rogers,5.4,"$30,000,000","$287,553,595",61.39,"$113,776,798",30000000,287553595,113776798,Profit
193,28_3_G,americanpie_3,American Wedding,2003,6.3,53,63,Jesse Dylan,5.75,"$55,000,000","$232,722,935",54.71,"$61,361,468",55000000,232722935,61361468,Profit
194,28_4_G,americanpie_4,American Reunion,2012,6.7,45,63,Jon Hurwitz,6.6,"$50,000,000","$234,989,584",45.81,"$67,494,792",50000000,234989584,67494792,Profit
195,29_1_G,problemchild_1,Problem Child,1990,5.5,0,43,Dennis Dugan,5.73,"$11,000,000","$72,270,891",44.47,"$25,135,446",11000000,72270891,25135446,Profit
196,29_2_G,problemchild_2,Problem Child 2,1991,4.9,7,42,Brian Levant,4.99,"$15,000,000","$32,704,700",39.67,"$1,352,350",15000000,32704700,1352350,Profit
197,30_1_G,independence_1,Independence Day,1996,7,69,75,Roland Emmerich,5.69,"$75,000,000","$817,400,891",55.72,"$333,700,446",75000000,817400891,333700446,Profit
198,30_2_G,independence_2,Independence Day: Resurgence,2016,5.2,28,30,Roland Emmerich,5.69,"$165,000,000","$389,681,935",27.49,"$29,840,968",165000000,389681935,29840968,Profit
199,31_1_G,spacejam_1,Space Jam,1996,6.5,44,63,Joe Pytka,6.65,"$80,000,000","$230,594,962",59.82,"$35,297,481",80000000,230594962,35297481,Profit
200,31_2_G,spacejam_2,Space Jam: A New Legacy,2021,4.5,25,79,Malcolm D. Lee,5.75,"$150,000,000","$163,692,228",55.75,"-$68,153,886",150000000,163692228,-68153886,Loss
201,36_1_G,iknow_1,I Know What You Did Last Summer,1997,5.8,47,41,Jim Gillespie,5.33,"$17,000,000","$125,586,134",55.47,"$45,793,067",17000000,125586134,45793067,Profit
202,36_2_G,iknow_2,I Still Know What You Did Last Summer,1998,4.8,10,29,Danny Cannon,5.65,"$65,000,000","$40,003,659",51.3,"-$44,998,171",65000000,40003659,-44998171,Loss
203,36_3_G,iknow_3,I'll Always Know What You Did Last Summer,2006,5.1,0,20,Jennifer Kaytin Robinson,5.87,"$18,000,000","$64,807,427",33.29,"$14,403,714",18000000,64807427,14403714,Profit
204,37_1_G,friday_1,Friday,1995,7.2,77,91,F. Gary Gray,6.64,"$3,500,000","$28,215,918",64.18,"$10,607,959",3500000,28215918,10607959,Profit
205,37_2_G,friday_2,Next Friday,2000,6.2,22,76,Steve Carr,5.1,"$11,000,000","$59,827,328",48.47,"$18,913,664",11000000,59827328,18913664,Profit
206,37_3_G,friday_3,Friday After Next,2002,5.8,25,75,Marcus Raboy,5.5,"$10,000,000","$33,526,835",43.07,"$6,763,418",10000000,33526835,6763418,Profit
207,38_1_G,blairwitch_1,The Blair Witch Project,1999,6.5,86,57,Daniel Myrick,6.18,"$60,000","$248,639,881",44.61,"$124,259,941",60000,248639881,124259941,Profit
208,38_2_G,blairwitch_2,Book of Shadows: Blair Witch 2,2000,4.1,14,18,Joe Berlinger,7.13,"$15,000,000","$47,737,094",43.09,"$8,868,547",15000000,47737094,8868547,Profit
209,38_3_G,blairwitch_3,Blair Witch,2016,5,38,31,Adam Wingard,5.3,"$5,000,000","$45,173,154",34.33,"$17,586,577",5000000,45173154,17586577,Profit
210,39_1_G,stuartlittle_1,Stuart Little,1999,6,66,41,Rob Minkoff,6.32,"$133,000,000","$300,135,367",40.61,"$17,067,684",133000000,300135367,17067684,Profit
211,39_2_G,stuartlittle_2,Stuart Little 2,2002,5.5,82,42,Rob Minkoff,6.32,"$120,000,000","$169,956,806",54.83,"-$35,021,597",120000000,169956806,-35021597,Loss
212,40_1_G,babe_1,Babe,1995,6.9,98,68,Chris Noonan,6.95,"$30,000,000","$254,134,910",57.98,"$97,067,455",30000000,254134910,97067455,Profit
213,40_2_G,babe_2,Babe: Pig in the City,1998,5.9,67,40,George Miller,6.78,"$90,000,000","$69,131,860",33.24,"-$55,434,070",90000000,69131860,-55434070,Loss
214,41_1_G,jumanji_1,Jumanji,1995,7.1,53,63,Joe Johnston,6.45,"$65,000,000","$262,821,940",65.25,"$66,410,970",65000000,262821940,66410970,Profit
215,41_2_G,jumanji_2,Jumanji: Welcome to the Jungle,2017,6.9,77,87,Jake Kasdan,6.95,"$90,000,000","$962,544,585",51.28,"$391,272,293",90000000,962544585,391272293,Profit
216,41_3_G,jumanji_3,Jumanji: The Next Level,2019,6.6,72,87,Jake Kasdan,6.95,"$125,000,000","$801,693,929",44.18,"$275,846,965",125000000,801693929,275846965,Profit
217,42_1_G,trainspotting_1,Trainspotting,1996,8.1,90,93,Danny Boyle,6.33,"$1,970,000","$16,992,984",53.98,"$6,526,492",1970000,16992984,6526492,Profit
218,42_2_G,trainspotting_2,T2 Trainspotting,2017,7.1,81,78,Danny Boyle,6.33,"$18,000,000","$41,681,746",58.76,"$2,840,873",18000000,41681746,2840873,Profit
219,43_1_G,basicinstinct_1,Basic Instinct,1992,7.1,56,64,Paul Verhoeven,6.82,"$49,000,000","$352,927,224",55.72,"$127,463,612",49000000,352927224,127463612,Profit
220,43_2_G,basicinstinct_2,Basic Instinct 2,2006,4.4,6,26,Michael Caton-Jones,6.43,"$70,000,000","$38,629,478",54.37,"-$50,685,261",70000000,38629478,-50685261,Loss
221,45_1_G,mortalkombat_1,Mortal Kombat,1995,5.8,44,58,Paul W.S. Anderson,5.7,"$18,000,000","$122,195,920",57.44,"$43,097,960",18000000,122195920,43097960,Profit
222,45_2_G,mortalkombat_2,Mortal Kombat: Annihilation,1997,3.6,4,24,John R. Leonetti,4.79,"$30,000,000","$51,376,861",54.36,"-$4,311,570",30000000,51376861,-4311570,Loss
223,46_1_G,zorro_1,The Mask of Zorro,1998,6.8,86,73,Martin Campbell,5.8,"$95,000,000","$250,288,523",66.17,"$30,144,262",95000000,250288523,30144262,Profit
224,46_2_G,zorro_2,The Legend of Zorro,2005,6,27,47,Martin Campbell,5.8,"$75,000,000","$142,400,065",55.68,"-$3,799,968",75000000,142400065,-3799968,Loss
225,47_1_G,urbanlegend_1,Urban Legend,1998,5.6,30,38,Jamie Blanks,5.35,"$14,000,000","$72,527,595",59.08,"$22,263,798",14000000,72527595,22263798,Profit
226,47_2_G,urbanlegend_2,Urban Legends: Final Cut,2000,4.4,12,20,John Ottman,4.4,"$14,000,000","$38,574,362",47.73,"$5,287,181",14000000,38574362,5287181,Profit
227,1_1_B,harrypotter_1,Harry Potter and the Sorcerer's Stone,2001,7.7,80,82,Chris Columbus,6.54,"$100,000,000","$882,933,392",62.23,"$341,466,696",100000000,882933392,341466696,Profit
228,1_2_B,harrypotter_2,Harry Potter and the Chamber of Secrets,2002,7.5,82,80,Chris Columbus,6.54,"$125,000,000","$1,028,538,783",56.68,"$389,269,392",125000000,1028538783,389269392,Profit
229,1_3_B,harrypotter_3,Harry Potter and the Prisoner of Azkaban,2004,7.9,91,86,Alfonso Cuarón,7.47,"$130,000,000","$810,004,984",58.19,"$275,002,492",130000000,810004984,275002492,Profit
230,1_4_B,harrypotter_4,Harry Potter and the Goblet of Fire,2005,7.7,88,74,Mike Newell,6.58,"$150,000,000","$899,649,442",59.98,"$299,824,721",150000000,899649442,299824721,Profit
231,1_5_B,harrypotter_5,Harry Potter and the Order of the Phoenix,2007,7.5,78,81,David Yates,7,"$150,000,000","$942,872,838",46.99,"$321,436,419",150000000,942872838,321436419,Profit
232,1_6_B,harrypotter_6,Harry Potter and the Half-Blood Prince,2009,7.6,83,78,David Yates,7,"$250,000,000","$941,056,063",42.56,"$220,528,032",250000000,941056063,220528032,Profit
233,1_7_B,harrypotter_7,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,76,85,David Yates,7,"$125,000,000","$960,858,478",63.19,"$355,429,239",125000000,960858478,355429239,Profit
234,1_8_B,harrypotter_8,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,96,89,David Yates,7,"$125,000,000","$1,342,505,340",65.79,"$546,252,670",125000000,1342505340,546252670,Profit
235,2_1_B,lotr_1,The Lord of the Rings: The Fellowship of the Ring,2001,8.9,92,95,Peter Jackson,7.7,"$93,000,000","$889,469,407",57.46,"$351,734,704",93000000,889469407,351734704,Profit
236,2_2_B,lotr_2,The Lord of the Rings: The Two Towers,2002,8.8,95,95,Peter Jackson,7.7,"$94,000,000","$938,828,326",39.8,"$375,414,163",94000000,938828326,375414163,Profit
237,2_3_B,lotr_3,The Lord of the Rings: The Return of the King,2003,9,94,86,Peter Jackson,7.7,"$94,000,001","$1,139,427,855",69.44,"$475,713,927",94000001,1139427855,475713927,Profit
238,3_1_B,spiderman_1,Spider-Man,2002,7.4,89,67,Sam Raimi,6.85,"$139,000,000","$826,571,038",36,"$274,285,519",139000000,826571038,274285519,Profit
239,3_2_B,spiderman_2,Spider-Man 2,2004,7.5,93,82,Sam Raimi,6.85,"$200,000,000","$785,311,897",59.18,"$192,655,949",200000000,785311897,192655949,Profit
240,3_3_B,spiderman_3,Spider-Man 3,2007,6.3,63,51,Sam Raimi,6.85,"$258,000,000","$892,448,390",57.12,"$188,224,195",258000000,892448390,188224195,Profit
241,4_1_B,darkknight_1,Batman Begins,2005,8.2,85,94,Christopher Nolan,8.18,"$150,000,000","$375,545,613",62.18,"$37,772,807",150000000,375545613,37772807,Profit
242,4_2_B,darkknight_2,The Dark Knight,2008,9.1,94,94,Christopher Nolan,8.18,"$185,000,000","$1,009,242,873",70.22,"$319,621,437",185000000,1009242873,319621437,Profit
243,4_3_B,darkknight_3,Batman The Dark Knight Rises,2012,8.4,87,90,Christopher Nolan,8.18,"$250,000,000","$1,115,050,227",59.22,"$307,525,114",250000000,1115050227,307525114,Profit
244,5_1_B,shrek_1,Shrek,2001,7.9,88,90,Andrew Adamson,7.08,"$60,000,000","$488,977,919",54.4,"$184,488,960",60000000,488977919,184488960,Profit
