#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss,SeriesID,SequelNo,Color,ProfitLabel
1,1_1_O,godfather_1,The Godfather,1972,9.2,97.0,98,Francis Ford Coppola,6.26,"$6,000,000","$250,595,410",55.88,"$119,297,705",6000000,250595410,119297705,Profit,1,1,O,1
2,1_2_O,godfather_2,The Godfather Part II,1974,9.0,96.0,97,Francis Ford Coppola,6.26,"$13,000,000","$48,105,107",58.11,"$11,052,554",13000000,48105107,11052554,Profit,1,2,O,1
3,1_3_O,godfather_3,The Godfather Part III,1990,7.6,66.0,68,Francis Ford Coppola,6.26,"$54,000,000","$136,861,392",44.54,"$14,430,696",54000000,136861392,14430696,Profit,1,3,O,1
4,2_1_O,diehard_1,Die Hard,1988,8.2,94.0,94,John McTiernan,6.54,"$28,000,000","$143,651,650",41.86,"$43,825,825",28000000,143651650,43825825,Profit,2,1,O,1
5,2_2_O,diehard_2,Die Hard 2,1990,7.2,69.0,70,Renny Harlin,5.41,"$70,000,000","$240,031,274",61.09,"$50,015,637",70000000,240031274,50015637,Profit,2,2,O,1
6,2_3_O,diehard_3,Die Hard with a Vengeance,1995,7.6,60.0,83,John McTiernan,6.54,"$90,000,000","$366,101,666",59.39,"$93,050,833",90000000,366101666,93050833,Profit,2,3,O,1
7,2_4_O,diehard_4,Live Free or Die Hard,2007,7.1,82.0,86,Len Wiseman,6.8,"$110,000,000","$388,156,011",64.29,"$84,078,006",110000000,388156011,84078006,Profit,2,4,O,1
8,2_5_O,diehard_5,A Good Day to Die Hard,2013,5.2,15.0,40,John Moore,5.67,"$92,000,000","$304,654,182",46.84,"$60,327,091",92000000,304654182,60327091,Profit,2,5,O,1
9,3_1_O,airplane_1,The airplane,1980,7.7,97.0,89,Jim Abrahams,6.63,"$3,500,000","$83,455,874",56.61,"$38,227,937",3500000,83455874,38227937,Profit,3,1,O,1
10,3_2_O,airplane_2,The airplane II,1988,6.2,42.0,50,Ken Finkleman,5.87,"$15,000,000","$27,150,534",25.16,"-$1,424,733",15000000,27150534,-1424733,Loss,3,2,O,0
11,4_1_O,caddyshack_1,Caddyshack,1980,7.2,73.0,87,Harold Ramis,6.25,"$6,000,000","$39,918,650",58.36,"$13,959,325",6000000,39918650,13959325,Profit,4,1,O,1
12,4_2_O,caddyshack_2,Caddyshack II,1988,3.8,4.0,18,Allan Arkush,5.18,"$20,000,000","$11,798,302",44.63,"-$14,100,849",20000000,11798302,-14100849,Loss,4,2,O,0
13,5_1_O,backtothefuture_1,Back to the Future,1985,8.5,93.0,95,Robert Zemeckis,6.99,"$19,000,000","$385,053,307",64.22,"$173,526,654",19000000,385053307,173526654,Profit,5,1,O,1
14,5_2_O,backtothefuture_2,Back to the Future Part II,1989,7.8,63.0,86,Robert Zemeckis,6.99,"$40,000,000","$332,861,197",55.92,"$126,430,599",40000000,332861197,126430599,Profit,5,2,O,1
15,5_3_O,backtothefuture_3,Back to the Future Part III,1990,7.5,79.0,78,Robert Zemeckis,6.99,"$40,000,000","$245,077,583",45.43,"$82,538,792",40000000,245077583,82538792,Profit,5,3,O,1
16,6_1_O,starwars_1,Star Wars,1977,8.6,94.0,96,George Lucas,7.22,"$11,000,000","$775,398,507",50.31,"$376,699,254",11000000,775398507,376699254,Profit,6,1,O,1
17,6_2_O,starwars_2,The Empire Strikes Back,1980,8.7,93.0,97,Irvin Kershner,7.2,"$18,000,000","$550,016,086",39.34,"$257,008,043",18000000,550016086,257008043,Profit,6,2,O,1
18,6_3_O,starwars_3,Return of the Jedi,1983,8.3,84.0,94,Richard Marquand,6.28,"$32,500,000","$482,466,382",51.56,"$208,733,191",32500000,482466382,208733191,Profit,6,3,O,1
19,6_4_O,starwars_4,Star Wars: Episode I – The Phantom Menace,1999,6.5,54.0,59,George Lucas,7.22,"$115,000,000","$1,046,515,409",45.11,"$408,257,705",115000000,1046515409,408257705,Profit,6,4,O,1
20,6_5_O,starwars_5,Star Wars: Episode II – Attack of the Clones,2002,6.6,62.0,56,George Lucas,7.22,"$115,000,000","$653,780,724",44.54,"$211,890,362",115000000,653780724,211890362,Profit,6,5,O,1
21,6_6_O,starwars_6,Star Wars: Episode III – Revenge of the Sith,2005,7.6,79.0,66,George Lucas,7.22,"$113,000,000","$905,595,947",38.64,"$339,797,974",113000000,905595947,339797974,Profit,6,6,O,1
22,6_7_O,starwars_7,Star Wars: The Force Awakens,2015,7.7,93.0,84,J.J. Abrams,7.27,"$245,000,000","$2,071,310,218",43.79,"$790,655,109",245000000,2071310218,790655109,Profit,6,7,O,1
23,6_8_O,starwars_8,Star Wars: The Last Jedi,2017,6.8,91.0,41,Rian Johnson,7.17,"$317,000,000","$1,334,407,706",50.87,"$350,203,853",317000000,1334407706,350203853,Profit,6,8,O,1
24,6_9_O,starwars_9,Star Wars: The Rise of Skywalker,2019,6.4,51.0,86,J.J. Abrams,7.27,"$275,000,000","$1,077,022,372",48.77,"$263,511,186",275000000,1077022372,263511186,Profit,6,9,O,1
25,7_1_O,alien_1,Alien,1979,8.5,93.0,94,Ridley Scott,6.97,"$11,000,000","$109,102,567",35.0,"$43,551,284",11000000,109102567,43551284,Profit,7,1,O,1
26,7_2_O,alien_2,Aliens,1986,8.4,94.0,94,James Cameron,7.28,"$18,500,000","$131,060,248",60.84,"$47,030,124",18500000,131060248,47030124,Profit,7,2,O,1
27,7_3_O,alien_3,Alien³,1992,6.4,44.0,46,David Fincher,8.0,"$50,000,000","$159,814,498",49.37,"$29,907,249",50000000,159814498,29907249,Profit,7,3,O,1
28,7_4_O,alien_4,Alien Resurrection,1997,6.2,55.0,39,Jean-Pierre Jeunet,7.08,"$75,000,000","$161,376,069",41.69,"$5,688,035",75000000,161376069,5688035,Profit,7,4,O,1
29,7_5_O,alien_5,Alien: Covenant,2017,6.4,65.0,55,Ridley Scott,6.97,"$97,000,000","$240,892,187",42.58,"$23,446,094",97000000,240892187,23446094,Profit,7,5,O,1
30,7_6_O,alien_6,Alien: Romulus,2024,7.1,80.0,85,Fede Álvarez,6.7,"$80,000,000","$350,865,342",34.83,"$95,432,671",80000000,350865342,95432671,Profit,7,6,O,1
33,9_1_O,lethalweapon_1,Lethal Weapon,1987,7.6,81.0,86,Richard Donner,6.66,"$15,000,000","$120,207,127",67.15,"$45,103,564",15000000,120207127,45103564,Profit,9,1,O,1
34,9_2_O,lethalweapon_2,Lethal Weapon 2,1989,7.3,82.0,78,Richard Donner,6.66,"$28,000,000","$227,853,986",52.99,"$85,926,993",28000000,227853986,85926993,Profit,9,2,O,1
35,9_3_O,lethalweapon_3,Lethal Weapon 3,1992,6.7,60.0,61,Richard Donner,6.66,"$35,000,000","$321,731,527",55.79,"$125,865,764",35000000,321731527,125865764,Profit,9,3,O,1
36,9_4_O,lethalweapon_4,Lethal Weapon 4,1998,6.6,53.0,64,Richard Donner,6.66,"$140,000,000","$285,444,603",49.7,"$2,722,302",140000000,285444603,2722302,Profit,9,4,O,1
37,10_1_O,madmax_1,Mad Max,1979,6.8,89.0,70,George Miller,6.78,"$300,000","$8,774,013",51.25,"$4,087,007",300000,8774013,4087007,Profit,10,1,O,1
38,10_2_O,madmax_2,Mad Max 2,1981,7.6,93.0,86,George Miller,6.78,"$3,000,000","$23,672,083",69.55,"$8,836,042",3000000,23672083,8836042,Profit,10,2,O,1
39,10_3_O,madmax_3,Mad Max Beyond Thunderdome,1985,6.2,81.0,46,George Miller,6.78,"$10,000,000","$36,231,434",64.22,"$8,115,717",10000000,36231434,8115717,Profit,10,3,O,1
40,11_1_O,rocky_1,Rocky,1976,8.1,93.0,69,John G. Avildsen,5.77,"$960,000","$117,253,345",45.6,"$57,666,673",960000,117253345,57666673,Profit,11,1,O,1
41,11_2_O,rocky_2,Rocky II,1979,7.3,70.0,82,Sylvester Stallone,6.51,"$7,000,000","$85,187,855",59.53,"$35,593,928",7000000,85187855,35593928,Profit,11,2,O,1
42,11_3_O,rocky_3,Rocky III,1982,6.9,65.0,74,Sylvester Stallone,6.51,"$17,000,000","$125,052,898",59.18,"$45,526,449",17000000,125052898,45526449,Profit,11,3,O,1
43,11_4_O,rocky_4,Rocky IV,1985,6.9,39.0,80,Sylvester Stallone,6.51,"$30,000,000","$300,473,716",62.58,"$120,236,858",30000000,300473716,120236858,Profit,11,4,O,1
44,11_5_O,rocky_5,Rocky V,1990,5.4,32.0,31,John G. Avildsen,5.77,"$42,000,000","$119,946,358",49.41,"$17,973,179",42000000,119946358,17973179,Profit,11,5,O,1
45,11_6_O,rocky_6,Rocky Balboa,2006,7.1,78.0,76,Sylvester Stallone,6.51,"$24,000,000","$155,929,020",67.22,"$53,964,510",24000000,155929020,53964510,Profit,11,6,O,1
46,12_1_O,rambo_1,Rambo: First Blood Part II,1985,6.5,33.0,60,George P. Cosmatos,6.03,"$25,500,000","$300,400,432",59.38,"$124,700,216",25500000,300400432,124700216,Profit,12,1,O,1
47,12_2_O,rambo_2,Rambo III,1988,5.8,41.0,45,Peter MacDonald,5.0,"$63,000,000","$189,015,611",45.33,"$31,507,806",63000000,189015611,31507806,Profit,12,2,O,1
48,12_3_O,rambo_3,Rambo,2008,7.0,38.0,69,Sylvester Stallone,6.51,"$50,000,000","$113,244,290",60.91,"$6,622,145",50000000,113244290,6622145,Profit,12,3,O,1
49,13_1_O,tron_1,TRON,1982,6.7,60.0,69,Steven Lisberger,5.73,"$17,000,000","$33,002,371",63.72,"-$498,815",17000000,33002371,-498815,Loss,13,1,O,0
50,13_2_O,tron_2,TRON: Legacy,2010,6.8,51.0,64,Joseph Kosinski,7.13,"$170,000,000","$400,070,675",40.52,"$30,035,338",170000000,400070675,30035338,Profit,13,2,O,1
53,15_1_O,honeyishrunkthekids_1,"Honey, I Shrunk the Kids",1989,6.4,76.0,54,Joe Johnston,6.45,"$18,000,000","$222,724,172",60.14,"$93,362,086",18000000,222724172,93362086,Profit,15,1,O,1
54,15_2_O,honeyishrunkthekids_2,"Honey, I Blew Up the Kid",1992,4.9,38.0,24,Randal Kleiser,5.78,"$32,000,000","$58,662,452",43.7,"-$2,668,774",32000000,58662452,-2668774,Loss,15,2,O,0
55,16_1_O,conan_1,Conan the Barbarian,1982,6.9,67.0,74,John Milius,6.57,"$20,000,000","$68,851,475",45.99,"$14,425,738",20000000,68851475,14425738,Profit,16,1,O,1
56,16_2_O,conan_2,Conan the Destroyer,1984,5.9,29.0,84,Richard Fleischer,6.32,"$18,000,000","$31,042,035",47.44,"-$2,478,983",18000000,31042035,-2478983,Loss,16,2,O,0
57,17_1_O,gremlins_1,Gremlins,1984,7.3,87.0,78,Joe Dante,6.32,"$11,000,000","$165,435,874",57.56,"$71,717,937",11000000,165435874,71717937,Profit,17,1,O,1
58,17_2_O,gremlins_2,Gremlins 2: The New Batch,1990,6.5,72.0,59,Joe Dante,6.32,"$50,000,000","$41,483,050",54.3,"-$29,258,475",50000000,41483050,-29258475,Loss,17,2,O,0
59,18_1_O,romancingthestone_1,Romancing the Stone,1984,6.9,85.0,70,Robert Zemeckis,6.99,"$10,000,000","$86,572,238",60.47,"$33,286,119",10000000,86572238,33286119,Profit,18,1,O,1
60,18_2_O,romancingthestone_2,The Jewel of the Nile,1985,6.1,48.0,37,Lewis Teague,5.8,"$86,572,238","$96,773,200",62.22,"-$38,185,638",86572238,96773200,-38185638,Loss,18,2,O,0
64,20_1_O,shortcircuit_1,Short Circuit,1986,6.6,62.0,67,John Badham,6.44,"$15,000,000","$40,698,303",64.63,"$5,349,152",15000000,40698303,5349152,Profit,20,1,O,1
65,20_2_O,shortcircuit_2,Short Circuit 2,1988,5.8,43.0,54,Kenneth Johnson,4.4,"$15,000,000","$21,630,088",100.0,"-$4,184,956",15000000,21630088,-4184956,Loss,20,2,O,0
66,21_1_O,karatekid_1,The Karate Kid,1984,7.3,81.0,83,John G. Avildsen,5.77,"$8,000,000","$91,138,075",67.11,"$37,569,038",8000000,91138075,37569038,Profit,21,1,O,1
67,21_2_O,karatekid_2,The Karate Kid Part II,1986,6.2,49.0,52,John G. Avildsen,5.77,"$12,500,000","$115,103,979",48.8,"$45,051,990",12500000,115103979,45051990,Profit,21,2,O,1
68,21_3_O,karatekid_3,The Karate Kid Part III,1989,5.4,18.0,35,John G. Avildsen,5.77,"$12,500,000","$38,956,288",49.9,"$6,978,144",12500000,38956288,6978144,Profit,21,3,O,1
69,21_4_O,karatekid_4,The Next Karate Kid,1994,4.6,20.0,24,Christopher Cain,5.8,"$12,000,000","$12,000,000",41.85,"-$6,000,000",12000000,12000000,-6000000,Loss,21,4,O,0
70,22_1_O,robocop_1,RoboCop,1987,7.6,50.0,49,Paul Verhoeven,6.82,"$13,000,000","$53,432,134",61.79,"$13,716,067",13000000,53432134,13716067,Profit,22,1,O,1
71,22_2_O,robocop_2,RoboCop 2,1990,5.8,29.0,37,Irvin Kershner,7.2,"$25,000,000","$45,682,484",45.98,"-$2,158,758",25000000,45682484,-2158758,Loss,22,2,O,0
72,22_3_O,robocop_3,RoboCop 3,1993,4.2,9.0,15,Fred Dekker,5.93,"$22,000,000","$10,696,210",41.14,"-$16,651,895",22000000,10696210,-16651895,Loss,22,3,O,0
73,23_1_O,thefly_1,The Fly,1986,7.6,94.0,83,David Cronenberg,6.44,"$15,000,000","$60,629,159",64.21,"$15,314,580",15000000,60629159,15314580,Profit,23,1,O,1
74,23_2_O,thefly_2,The Fly II,1989,5.2,32.0,24,Chris Walas,5.5,"$20,021,322","$38,903,179",39.62,"-$569,733",20021322,38903179,-569733,Loss,23,2,O,0
75,24_1_O,48hrs_1,48 Hrs.,1982,6.9,92.0,69,Walter Hill,6.35,"$12,000,000","$78,868,669",58.14,"$27,434,335",12000000,78868669,27434335,Profit,24,1,O,1
76,24_2_O,48hrs_2,Another 48 Hrs.,1990,5.9,19.0,35,Walter Hill,6.35,"$45,000,000","$153,518,974",43.8,"$31,759,487",45000000,153518974,31759487,Profit,24,2,O,1
79,26_1_O,poltergeist_1,Poltergeist,1982,7.3,88.0,79,Tobe Hooper,5.41,"$10,700,000","$77,233,286",47.83,"$27,916,643",10700000,77233286,27916643,Profit,26,1,O,1
80,26_2_O,poltergeist_2,Poltergeist II: The Other Side,1986,5.7,20.0,35,Brian Gibson,6.52,"$19,000,000","$40,998,097",50.06,"$1,499,049",19000000,40998097,1499049,Profit,26,2,O,1
81,26_3_O,poltergeist_3,Poltergeist III,1988,4.7,15.0,22,Gary Sherman,5.9,"$10,500,000","$14,114,488",42.88,"-$3,442,756",10500000,14114488,-3442756,Loss,26,3,O,0
82,27_1_O,neverendingstory_1,The NeverEnding Story,1984,7.3,84.0,81,Wolfgang Petersen,6.74,"$27,000,000","$20,292,317",46.72,"-$16,853,842",27000000,20292317,-16853842,Loss,27,1,O,0
83,27_2_O,neverendingstory_2,The NeverEnding Story II: The Next Chapter,1990,5.1,14.0,40,George Miller,6.78,"$36,000,000","$17,373,527",38.59,"-$27,313,237",36000000,17373527,-27313237,Loss,27,2,O,0
84,27_3_O,neverendingstory_3,The NeverEnding Story III,1994,3.2,0.0,25,Peter MacDonald,5.0,"$17,000,000","$5,998,000",46.16,"-$14,001,000",17000000,5998000,-14001000,Loss,27,3,O,0
85,28_1_O,beverlyhillscop_1,Beverly Hills Cop,1984,7.4,82.0,82,Martin Brest,6.6,"$13,000,000","$316,360,478",61.69,"$145,180,239",13000000,316360478,145180239,Profit,28,1,O,1
86,28_1_O,beverlyhillscop_2,Beverly Hills Cop II,1987,6.6,48.0,58,Tony Scott,6.78,"$27,000,000","$299,965,036",69.71,"$122,982,518",27000000,299965036,122982518,Profit,28,1,O,1
87,28_1_O,beverlyhillscop_3,Beverly Hills Cop III,1994,5.5,11.0,35,John Landis,6.31,"$50,000,000","$119,208,989",45.06,"$9,604,495",50000000,119208989,9604495,Profit,28,1,O,1
88,29_1_O,porkys_1,Porky’s,1981,6.2,33.0,57,Bob Clark,5.47,"$2,500,000","$111,289,673",47.09,"$53,144,837",2500000,111289673,53144837,Profit,29,1,O,1
89,29_2_O,porkys_2,Porky's II: The Next Day,1983,5.0,10.0,40,Bob Clark,5.47,"$6,500,000","$33,759,266",52.82,"$10,379,633",6500000,33759266,10379633,Profit,29,2,O,1
90,29_3_O,porkys_3,Porky's Revenge,1985,4.8,18.0,33,James Komack,4.8,"$9,000,000","$20,518,905",45.41,"$1,259,453",9000000,20518905,1259453,Profit,29,3,O,1
91,30_1_O,evildead_1,The Evil Dead,1981,7.4,85.0,84,Sam Raimi,6.85,"$350,000","$2,895,590",46.4,"$1,097,795",350000,2895590,1097795,Profit,30,1,O,1
92,30_2_O,evildead_2,Evil Dead II,1987,7.7,88.0,89,Sam Raimi,6.85,"$3,600,000","$5,932,279",48.17,"-$633,861",3600000,5932279,-633861,Loss,30,2,O,0
93,30_3_O,evildead_3,Army of Darkness,1992,7.4,69.0,86,Sam Raimi,6.85,"$11,000,000","$11,521,123",60.34,"-$5,239,439",11000000,11521123,-5239439,Loss,30,3,O,0
94,31_1_O,indianajones_1,Raiders of the Lost Ark,1981,8.4,94.0,96,Steven Spielberg,7.39,"$18,000,000","$389,925,971",38.47,"$176,962,986",18000000,389925971,176962986,Profit,31,1,O,1
95,31_2_O,indianajones_2,Indiana Jones and the Temple of Doom,1984,7.5,77.0,82,Steven Spielberg,7.39,"$28,000,000","$333,107,271",66.47,"$138,553,636",28000000,333107271,138553636,Profit,31,2,O,1
96,31_3_O,indianajones_3,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,77.0,53,Steven Spielberg,7.39,"$185,000,000","$786,636,033",53.74,"$208,318,017",185000000,786636033,208318017,Profit,31,3,O,1
97,31_4_O,indianajones_4,Indiana Jones and the Dial of Destiny,2023,6.5,71.0,87,James Mangold,7.16,"$387,200,000","$383,963,057",42.91,"-$195,218,472",387200000,383963057,-195218472,Loss,31,4,O,0
103,33_1_O,nationallampoonsvacation_1,National Lampoon’s Vacation,1983,7.3,94.0,85,Harold Ramis,6.25,"$15,000,000","$61,418,362",54.25,"$15,709,181",15000000,61418362,15709181,Profit,33,1,O,1
104,33_2_O,nationallampoonsvacation_2,National Lampoon's European Vacation,1985,6.2,37.0,49,Amy Heckerling,5.98,"$17,000,000","$49,364,621",48.09,"$7,682,311",17000000,49364621,7682311,Profit,33,2,O,1
105,33_3_O,nationallampoonsvacation_3,National Lampoon's Christmas Vacation,1989,7.5,72.0,86,Jeremiah S. Chechik,5.98,"$28,000,000","$74,542,088",79.88,"$9,271,044",28000000,74542088,9271044,Profit,33,3,O,1
106,34_1_O,vacation_1,Vegas Vacation,1997,5.9,15.0,51,Stephen Kessler,5.9,"$25,000,000","$36,400,360",41.37,"-$6,799,820",25000000,36400360,-6799820,Loss,34,1,O,0
107,34_2_O,vacation_2,Vacation,2015,6.2,27.0,45,John Francis Daley,6.77,"$31,000,000","$107,228,221",52.14,"$22,614,111",31000000,107228221,22614111,Profit,34,2,O,1
108,35_1_O,nakedgun_1,The Naked Gun: From the Files of Police Squad!,1988,7.6,88.0,84,David Zucker,6.22,"$14,500,000","$78,756,177",52.1,"$24,878,089",14500000,78756177,24878089,Profit,35,1,O,1
109,35_2_O,nakedgun_2,The Naked Gun 2½: The Smell of Fear,1991,6.9,77.0,65,David Zucker,6.22,"$23,000,000","$86,930,411",51.12,"$20,465,206",23000000,86930411,20465206,Profit,35,2,O,1
110,35_3_O,nakedgun_3,Naked Gun 33 1/3: The Final Insult,1994,6.5,66.0,54,Peter Segal,6.24,"$30,000,000","$51,132,598",42.04,"-$4,433,701",30000000,51132598,-4433701,Loss,35,3,O,0
111,36_1_O,youngguns_1,Young Guns,1988,6.8,43.0,76,Christopher Cain,5.8,"$13,000,000","$45,661,556",66.19,"$9,830,778",13000000,45661556,9830778,Profit,36,1,O,1
112,36_2_O,youngguns_2,Young Guns II,1990,6.5,31.0,66,Geoff Murphy,5.87,"$20,000,000","$44,143,410",52.3,"$2,071,705",20000000,44143410,2071705,Profit,36,2,O,1
115,38_1_O,bluesbrothers_1,The Blues Brothers,1980,7.9,71.0,92,John Landis,6.31,"$27,500,000","$115,229,890",64.34,"$30,114,945",27500000,115229890,30114945,Profit,38,1,O,1
116,38_2_O,bluesbrothers_2,Blues Brothers 2000,1998,4.9,47.0,37,John Landis,6.31,"$28,000,000","$14,051,384",45.94,"-$20,974,308",28000000,14051384,-20974308,Loss,38,2,O,0
117,1_1_G,before_1,Before Sunrise,1995,8.1,100.0,93,Richard Linklater,7.0,"$2,500,000","$6,575,299",49.93,"$787,650",2500000,6575299,787650,Profit,1,1,G,1
118,1_2_G,before_2,Before Sunset,2004,8.1,94.0,91,Richard Linklater,7.0,"$2,700,000","$16,508,270",66.4,"$5,554,135",2700000,16508270,5554135,Profit,1,2,G,1
119,1_3_G,before_3,Before Midnight,2013,7.9,98.0,82,Richard Linklater,7.0,"$3,000,000","$20,711,759",63.82,"$7,355,880",3000000,20711759,7355880,Profit,1,3,G,1
120,2_1_G,matrix_1,The Matrix,1999,8.7,83.0,85,Lana Wachowski,6.79,"$63,000,000","$467,845,851",61.11,"$170,922,926",63000000,467845851,170922926,Profit,2,1,G,1
121,2_2_G,matrix_2,The Matrix Reloaded,2003,7.2,74.0,72,Lana Wachowski,6.79,"$150,000,000","$741,847,937",51.61,"$220,923,969",150000000,741847937,220923969,Profit,2,2,G,1
122,2_3_G,matrix_3,The Matrix Revolutions,2003,6.7,33.0,60,Lana Wachowski,6.79,"$150,000,000","$427,344,325",54.68,"$63,672,163",150000000,427344325,63672163,Profit,2,3,G,1
123,2_4_G,matrix_4,The Matrix Resurrections,2021,5.6,63.0,63,Lana Wachowski,6.79,"$190,000,000","$157,386,805",40.34,"-$111,306,598",190000000,157386805,-111306598,Loss,2,4,G,0
124,3_1_G,addamsfamily_1,The Addams Family,1991,7.0,67.0,67,Barry Sonnenfeld,6.32,"$30,000,000","$191,502,426",57.44,"$65,751,213",30000000,191502426,65751213,Profit,3,1,G,1
125,3_2_G,addamsfamily_2,Addams Family Values,1993,6.8,75.0,63,Barry Sonnenfeld,6.32,"$47,000,000","$48,919,043",50.29,"-$22,540,479",47000000,48919043,-22540479,Loss,3,2,G,0
126,4_1_G,sisteract_1,Sister Act,1991,6.5,73.0,65,Emile Ardolino,6.3,"$31,000,000","$231,605,150",67.29,"$84,802,575",31000000,231605150,84802575,Profit,4,1,G,1
127,4_2_G,sisteract_2,Sister Act 2,1993,5.7,19.0,67,Bill Duke,6.26,"$38,000,000","$57,319,029",69.74,"-$9,340,486",38000000,57319029,-9340486,Loss,4,2,G,0
128,5_1_G,waynesworld_1,Wayne’s World,1992,7.0,79.0,84,Penelope Spheeris,6.06,"$20,000,000","$183,097,323",57.89,"$71,548,662",20000000,183097323,71548662,Profit,5,1,G,1
129,5_2_G,waynesworld_2,Wayne’s World 2,1993,6.2,59.0,63,Stephen Surjik,5.75,"$40,000,000","$48,198,019",47.35,"-$15,900,991",40000000,48198019,-15900991,Loss,5,2,G,0
130,6_1_G,aceventura_1,Ace Ventura: Pet Detective,1994,6.9,48.0,57,Tom Shadyac,6.6,"$15,000,000","$107,217,396",69.2,"$38,608,698",15000000,107217396,38608698,Profit,6,1,G,1
131,6_2_G,aceventura_2,Ace Ventura: When Nature Calls,1995,6.4,23.0,72,Steve Oedekerk,6.23,"$30,000,000","$212,385,533",68.83,"$76,192,767",30000000,212385533,76192767,Profit,6,2,G,1
132,7_1_G,rugrats_1,The Rugrats Movie,1998,5.9,60.0,50,Igor Kovalyov,5.9,"$24,000,000","$140,894,675",45.93,"$46,447,338",24000000,140894675,46447338,Profit,7,1,G,1
133,7_2_G,rugrats_2,Rugrats in Paris,2000,6.2,76.0,56,Stig Bergqvist,5.85,"$30,000,000","$103,291,131",43.87,"$21,645,566",30000000,103291131,21645566,Profit,7,2,G,1
134,8_1_G,meninblack_1,Men in Black,1997,7.3,91.0,80,Barry Sonnenfeld,6.32,"$90,000,000","$589,390,539",57.62,"$204,695,270",90000000,589390539,204695270,Profit,8,1,G,1
135,8_2_G,meninblack_2,Men in Black II,2002,6.2,38.0,45,Barry Sonnenfeld,6.32,"$140,000,000","$445,135,288",47.14,"$82,567,644",140000000,445135288,82567644,Profit,8,2,G,1
136,8_3_G,meninblack_3,Men in Black 3,2012,6.8,67.0,70,Barry Sonnenfeld,6.32,"$225,000,000","$654,213,485",54.17,"$102,106,743",225000000,654213485,102106743,Profit,8,3,G,1
137,8_4_G,meninblack_4,Men in Black: International,2019,5.6,23.0,66,F. Gary Gray,6.63,"$110,000,000","$253,890,701",41.41,"$16,945,351",110000000,253890701,16945351,Profit,8,4,G,1
138,9_1_G,toystory_1,Toy Story,1995,8.3,100.0,92,John Lasseter,7.38,"$30,000,000","$401,053,537",53.11,"$170,526,769",30000000,401053537,170526769,Profit,9,1,G,1
139,9_2_G,toystory_2,Toy Story 2,1999,7.9,100.0,87,John Lasseter,7.38,"$90,000,000","$497,375,381",54.83,"$158,687,691",90000000,497375381,158687691,Profit,9,2,G,1
140,9_3_G,toystory_3,Toy Story 3,2010,8.3,98.0,90,Lee Unkrich,8.18,"$200,000,000","$1,067,316,101",53.95,"$333,658,051",200000000,1067316101,333658051,Profit,9,3,G,1
141,9_4_G,toystory_4,Toy Story 4,2019,7.6,96.0,94,Josh Cooley,7.6,"$200,000,000","$1,073,841,394",53.74,"$336,920,697",200000000,1073841394,336920697,Profit,9,4,G,1
142,10_1_G,homealone_1,Home Alone,1990,7.7,66.0,80,Chris Columbus,6.54,"$18,000,000","$476,684,675",53.94,"$220,342,338",18000000,476684675,220342338,Profit,10,1,G,1
143,10_2_G,homealone_2,Home Alone 2: Lost in New York,1992,6.9,35.0,62,Chris Columbus,6.54,"$28,000,000","$358,994,850",62.38,"$151,497,425",28000000,358994850,151497425,Profit,10,2,G,1
144,10_3_G,homealone_3,Home Alone 3,1993,4.6,36.0,27,Raja Gosnell,5.02,"$32,000,000","$79,082,515",50.04,"$7,541,258",32000000,79082515,7541258,Profit,10,3,G,1
145,11_1_G,tmnt_1,Teenage Mutant Ninja Turtles,1990,6.8,35.0,60,Steve Barron,5.9,"$13,500,000","$202,084,756",56.05,"$87,542,378",13500000,202084756,87542378,Profit,11,1,G,1
146,11_2_G,tmnt_2,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,36.0,67,Michael Pressman,5.96,"$25,000,000","$78,656,813",53.18,"$14,328,407",25000000,78656813,14328407,Profit,11,2,G,1
147,11_3_G,tmnt_3,Teenage Mutant Ninja Turtles III,1993,4.8,19.0,33,Stuart Gillard,5.2,"$21,000,000","$42,273,609",49.35,"$136,805",21000000,42273609,136805,Profit,11,3,G,1
148,12_1_G,speed_1,Speed,1994,7.3,95.0,77,Jan de Bont,5.68,"$30,000,000","$350,448,145",68.09,"$145,224,073",30000000,350448145,145224073,Profit,12,1,G,1
149,12_2_G,speed_2,Speed 2: Cruise Control,1997,4.0,4.0,16,Jan de Bont,5.68,"$160,000,000","$164,508,066",37.79,"-$77,745,967",160000000,164508066,-77745967,Loss,12,2,G,0
152,14_1_G,missionimpossible_1,Mission: Impossible,1996,7.2,67.0,71,Brian De Palma,6.26,"$80,000,000","$457,696,391",66.26,"$148,848,196",80000000,457696391,148848196,Profit,14,1,G,1
153,14_2_G,missionimpossible_2,Mission: Impossible II,2000,6.1,58.0,42,John Woo,6.2,"$125,000,000","$546,388,108",64.98,"$148,194,054",125000000,546388108,148194054,Profit,14,2,G,1
154,14_3_G,missionimpossible_3,Mission: Impossible III,2006,6.9,73.0,69,J.J. Abrams,6.71,"$150,000,000","$398,479,497",53.4,"$49,239,749",150000000,398479497,49239749,Profit,14,3,G,1
